DATE,PERIOD,AUDITYPE,STORECODE,DLRCODE,ITEMCODE,NEW_CODES,CATEGORY,MANUFACTURE,BRAND,ITEMDESC,MRP,PACKSIZE,PACKTYPE,COMMENTS,IMAGE,CODE COMMENT,FLAG
2023-04-12,202304,2,124865093,52202020009,1680853322789,99764966.0,118,BOTTLERS NEPAL - NEPAL,SPRITE ,SPRITE/2.25L/ML/PET/LEMON/80GM 2PM NOODLES FREE,260.0,PET,2.25L,,1680853322789-bottlers nepal - nepal-sprite #3.png,RECODING,5
2023-04-12,202304,2,124865093,52202020009,1681190419697,99764976.0,134,AMRAPALI BEVERAGE-NEPAL,AMRAPALI KOOL ALPHONSO,AMRAPALI KOOL ALPHONSO/200ML/TPK/MANGO/20ML EXTRA ,25.0,TPK,200ML ,,1681190419697-amrapali beverage-nepal-amrapali kool alphonso#3.png,RECODING,5
2023-04-12,202304,2,111918525,12101020019,1681188041741,99764977.0,134,SHREEJEE FOOD & BEVERAGE INDUSTRY NEPAL,TRISHNA GOLD,TRISHNA GOLD PROCESSED DRINKING WATER PET-1000 ML.,20.0,PET,1000 ML.,,1681188041741-shreejee food - beverage industry nepal-trishna gold#3.png,RECODING,5
2023-04-12,202304,2,111918525,12101020019,1681189162046,99764979.0,134,INDRAWATI PET & BEVERAGE IND NEPAL,DUDH KOSHI,DUDH KOSHI PROCESSED DRINKING WATER PET-1000 ML.,20.0,PET,1000 ML,,1681189162046-indrawati pet - beverage ind nepal-dudh koshi#3.png,RECODING,5
2023-04-12,202304,2,111918525,12101020019,1681188373657,99764978.0,134,SHREEJEE FOOD & BEVERAGE INDUSTRY NEPAL,TRISHNA GOLD,TRISHNA GOLD PROCESSED DRINKING WATER - PET-500 ML.,15.0,PET,500 ML.,,1681188373657-shreejee food - beverage industry nepal-trishna gold#3.png,RECODING,5
2023-04-12,202304,2,124328539,21301020038,1681196876709,99764980.0,134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER NIMBU FIZZIN,REAL FRUIT POWER NIMBU FIZZIN\150\ML,30.0,PET,150 ML,New SKU,1681196876709-dabur nepal ltd--nepal-real fruit power nimbu fizzin#3.png,RECODING,5
2023-04-12,202304,2,124328539,21301020038,1681030084943,99764967.0,134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER MASALA COLA FIZZIN,REAL FRUIT POWER MASALA COLA FIZZIN\150\ML,30.0,PET,150 ML,,1681030084943-dabur nepal ltd--nepal-real fruit power masala cola fizzin#3.png,RECODING,5
2023-04-12,202304,2,112116438,21102020060,1681200072931,99764966.0,118,BOTTLERS NEPAL - NEPAL,SPRITE,SPRITE-LEMON-PET 2250 ML/FREE 80 GM 2PM AKABARE CHICKEN NOODLES,260.0,PBT,2250ML,,1681200072931-bottlers nepal - nepal-sprite#3.png,RECODING,5
2023-04-17,202304,2,124650089,31101020099,1681632388044,99764981.0,134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER-APPLE PBT 150ML,30.0,150ML,PBT,,1681632388044-dabur nepal ltd--nepal-real fruit power#3.png,RECODING,5
2023-04-17,202304,2,124650089,31101020099,1681632301424,99764967.0,134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER-MASALA COLA PBT 150ML,30.0,150ML,PBT,,1681632301424-dabur nepal ltd--nepal-real fruit power#3.png,RECODING,5
2023-04-17,202304,2,128702441,12201020028,1680674399122,51766.0,134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL/FRUIT POWER/MIXED FRUIT/RICH IN VITAMIN C,280.0,TPK,1LTR,,1680674399122-dabur nepal ltd--nepal-real fruit power#3.png,CROSS CODING,2
2023-04-17,202304,2,122331327,31101020086,1681627867368,99764980.0,134,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER NIMBU FIZZIN MINI\150ML\PET\RS:30\DABUR NEPAL PVT.LTD NEPAL,30.0,PET,150ML,New SKU,1681627867368-dabur nepal ltd--nepal-real fruit power#3.png,RECODING,5
2023-04-17,202304,2,130302224,31101020064,1681618125858,99764984.0,134,AAKAR FOOD& BEVRAGE P.LTD NEPAL,POKHRELI,POKHRELI\1000ML\PBT\RS:25\AAKAR FOOD&BEVRAGE P.LTD NEPAL,25.0,PBT,1000ML,New SKU,1681618125858-aakar food- bevrage p-ltd nepal-pokhreli#3.png,RECODING,5
2023-04-17,202304,2,115065195,21101020193,1680765933048,99764985.0,134,MOON LIGHT SPRING MNRL WTR-NPL,AQUA MILD,AQUA MILD/1000/ML/PBT/WATER,20.0,PBT,1000ML,New SKU,1680765933048-moon light spring mnrl wtr-npl-aqua mild#3.png,RECODING,5
2023-04-17,202304,2,134462915,12202020033,1681375880871,99764966.0,118,BOTTLERS NEPAL - NEPAL,SPRITE ,SPRITE-LEMON-PET 2250 ML FREE2PM NOODLES AKABARE CHICKEN 80GM,260.0,PET,2250 ML,,1681375880871-bottlers nepal - nepal-sprite #3.png,RECODING,5
2023-04-17,202304,2,132818056,12202020031,1681375880871,99764966.0,118,BOTTLERS NEPAL - NEPAL,SPRITE ,SPRITE-LEMON-PET 2250 ML FREE2PM NOODLES AKABARE CHICKEN 80GM,260.0,PET,2250 ML,,1681375880871-bottlers nepal - nepal-sprite #3.png,RECODING,5
2023-04-17,202304,2,113111235,21102020029,1681624689482,99764967.0,118,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER/MASALA COLA FIZZIN/CARBONATE/PBT/150ML/RS30,30.0,PBT,150ML,,1681624689482-dabur nepal ltd--nepal-real fruit power#3.png,RECODING,5
2023-04-17,202304,2,113111235,21102020029,1681624289028,99764982.0,118,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER/CARBONATE/APPLE FIZZIN/PBT/250ML/RS50,50.0,PBT,250ML,,1681624289028-dabur nepal ltd--nepal-real fruit power#3.png,RECODING,5
2023-04-17,202304,2,113111235,21102020029,1681624480068,99764983.0,118,DABUR NEPAL LTD.-NEPAL,REAL FRUIT POWER,REAL FRUIT POWER/CARBONATE/APPLE FIZZIN/PBT/500ML/RS80,80.0,PBT,500ML,,1681624480068-dabur nepal ltd--nepal-real fruit power#3.png,RECODING,5
2023-04-17,202304,2,112331058,21102020041,1681365377076,99764966.0,118,BOTTLERS NEPAL - NEPAL,SPRITE,SPRITE/2250/ML/PBT/FREE 2PM AKBARE CHICKEN,260.0,PBT,2250 ML,,1681365377076-bottlers nepal - nepal-sprite#3.png,RECODING,5
2023-04-17,202304,2,111651929,21102020038,1681200072931,99764966.0,118,BOTTLERS NEPAL - NEPAL,SPRITE,SPRITE-LEMON-PET 2250 ML/FREE 80 GM 2PM AKABARE CHICKEN NOODLES,260.0,PBT,2250ML,Any other reason,1681200072931-bottlers nepal - nepal-sprite#3.png,RECODING,5
2023-04-17,202304,2,130483049,52303020004,1681379447753,99764986.0,134,LIFE FOOD & BEVERAGE-NEPAL,KI BU GOLD,KI BU GOLD/180ML/CAN/ENERGY DRINK ,80.0,CAN,180ML ,,1681379447753-life food - beverage-nepal-ki bu gold#3.png,RECODING,5
2023-04-17,202304,2,113383396,21102020059,1681365377076,99764966.0,118,BOTTLERS NEPAL - NEPAL,SPRITE,SPRITE/2250/ML/PBT/FREE 2PM AKBARE CHICKEN,260.0,PBT,2250 ML,,1681365377076-bottlers nepal - nepal-sprite#3.png,RECODING,5
2023-04-17,202304,2,122007734,12303020017,1681280478016,99764966.0,118,BOTTLERS NEPAL - NEPAL,SPRITE,SPRITE-LEMON-PET 2250 ML FREE2PM NOODLES AKABARE CHICKEN 80GM,260.0,PEN,2250ML,,1681280478016-bottlers nepal - nepal-sprite#3.png,RECODING,5
2023-04-17,202304,2,122002412,12303020025,1681209985165,99764987.0,134,SINGAPORE BEVERAGE-NEPAL,NATURALS,NATURALS-LYCHEE DRINK CAN 250ML,90.0,CAN,250ML,,1681209985165-singapore beverage-nepal-naturals#3.png,RECODING,5
2023-04-17,202304,3,1210102756,12101030208,1681273421259,99764988.0,124,SHREE RAM TOBACCO UDHYOG,CURRENT GUTKHA,CURRENT GUTKHA PSC- 3.5 GM,15.0,PSC,3.5 GM.,,1681273421259-shree ram tobacco udhyog-current gutkha#3.png,RECODING,5
2023-04-18,202304,2,124092181,31101020045,1681712979974,99764990.0,134,ANNAPURNA FOOD & BEVERAGE-NEPL,SOLTINI,SOLTINI PBT 1000ML,25.0,PBT,100ML,,1681712979974-annapurna food - beverage-nepl-soltini#3.png,RECODING,5
2023-04-18,202304,2,130217025,52303020002,1680853322789,99764966.0,118,BOTTLERS NEPAL - NEPAL,SPRITE ,SPRITE/2.25L/ML/PET/LEMON/80GM 2PM NOODLES FREE,260.0,PET,2.25L,,1680853322789-bottlers nepal - nepal-sprite #3.png,RECODING,5
2023-04-18,202304,2,130220490,52303020013,1681700204185,,134,AGRO THAI FOODS PVT LTD-NEPAL,ICEEY ORS ,ICEEY ORS/250ML/PBT/ORANGE ,50.0,PBT,250ML ,,1681700204185-agro thai foods pvt ltd-nepal-iceey ors #3.png,DELETE THE ITEM,1
2023-04-18,202304,2,130220490,52303020013,1681699904380,99764989.0,134,AGRO THAI FOODS PVT LTD-NEPAL,TIGER SHARK ,TIGER SHARK/250ML/CAN,120.0,CAN,250ML ,,1681699904380-agro thai foods pvt ltd-nepal-tiger shark #3.png,RECODING,5
2023-04-18,202304,2,232113810223,23211020007,1681716661380,99764991.0,118,PRAGATI BEVERAGE INDIA,KEMPTY ,KEMPTY\250ML\PBT\FIZZY LEMON,24.0,PBT,250ML,,1681716661380-pragati beverage india-kempty #3.png,RECODING,5
2023-04-18,202304,2,232113810205,23211020005,1681720552792,99764992.0,134,HAY HANUMAN DRINKING WATER UDYOG NEPAL,SARLAHI REFRESH,SARLAHI REFRESH\100ML\PBT\MINERAL ,25.0,PBT,1000ML,,1681720552792-hay hanuman drinking water udyog nepal-sarlahi refresh#3.png,RECODING,5
